millet , milk , 3 , 2 , 3
figs , milk , 3 , 0 , 3
rice , milk , 3 , 0 , 3
dock , milk , 3 , 0 , 3
emu , [<] , 3 , 0 , 3
kale , milk , 3 , 0 , 3
egg , [<] , 3 , 0 , 3
miso , milk , 2 , 0 , 3
soymilk , milk , 3 , 3 , 3
yam , [<] , 3 , 0 , 3
milk , milk , 0 , 0 , 3
dip , [<] , 3 , 0 , 3
dip , milk , 3 , 1 , 3
dates , that's , 3 , 1 , 3
oil , [<] , 3 , 0 , 3
oil , milk , 2 , 1 , 3
fish , milk , 3 , 0 , 3
pie , [<] , 3 , 0 , 3
pie , milk , 3 , 1 , 3
mush , milk , 3 , 0 , 3
elk , [<] , 3 , 0 , 3
elk , milk , 2 , 1 , 3
melon , milk , 3 , 1 , 3
pork , milk , 3 , 0 , 3
poi , [<] , 3 , 0 , 3
van's , that's , 3 , 1 , 3
fat , [<] , 3 , 0 , 3
tea , [<] , 3 , 0 , 3
duck , milk , 3 , 0 , 3
owl , [<] , 3 , 0 , 3
owl , milk , 3 , 1 , 3
jams , *jak: , 3 , 1 , 3
shake , *jak: , 3 , 0 , 3
cake , *jak: , 3 , 1 , 3
thyme , thank , 3 , 0 , 3
ham , thank , 3 , 2 , 3
taro , thank , 3 , 1 , 3
snack , thank , 3 , 0 , 3
shake , thank , 3 , 0 , 3
chard , thank , 3 , 0 , 3
beans , thank , 3 , 0 , 3
tea , thank , 3 , 2 , 3
flan , thank , 3 , 1 , 3
whale , thank , 3 , 0 , 3
kfc , zzz , 3 , 0 , 3
ham , zzz , 3 , 0 , 3
pizza , zzz , 3 , 2 , 3
emu , zzz , 3 , 0 , 3
egg , zzz , 3 , 0 , 3
yam , zzz , 3 , 0 , 3
dip , zzz , 3 , 0 , 3
oil , zzz , 3 , 0 , 3
pie , zzz , 3 , 0 , 3
elk , zzz , 3 , 0 , 3
poi , zzz , 3 , 0 , 3
fat , zzz , 3 , 0 , 3
tea , zzz , 3 , 0 , 3
owl , zzz , 3 , 0 , 3
thyme , mhm , 3 , 2 , 3
kfc , mhm , 3 , 0 , 3
ham , mhm , 2 , 0 , 3
emu , mhm , 3 , 0 , 3
gums , mhm , 3 , 1 , 3
egg , mhm , 3 , 0 , 3
miso , mhm , 3 , 1 , 3
yam , mhm , 2 , 0 , 3
jams , mhm , 3 , 1 , 3
milk , mhm , 3 , 1 , 3
dip , mhm , 3 , 0 , 3
oil , mhm , 3 , 0 , 3
lamb , mhm , 3 , 1 , 3
pie , mhm , 3 , 0 , 3
mush , mhm , 3 , 1 , 3
elk , mhm , 3 , 0 , 3
whey , mhm , 3 , 1 , 3
poi , mhm , 3 , 0 , 3
fat , mhm , 3 , 0 , 3
tea , mhm , 3 , 0 , 3
owl , mhm , 3 , 0 , 3
millet , diet , 3 , 2 , 3
oats , that's , 3 , 2 , 3
smelt , diet , 3 , 1 , 3
dove , diet , 3 , 0 , 3
salt , diet , 3 , 0 , 3
figs , diet , 3 , 0 , 3
rice , diet , 3 , 0 , 3
dock , diet , 3 , 0 , 3
udi's , diet , 3 , 1 , 3
wheat , diet , 3 , 1 , 3
miso , diet , 3 , 0 , 3
milk , diet , 3 , 0 , 3
limes , diet , 3 , 1 , 3
dip , diet , 2 , 1 , 3
dates , that's , 3 , 1 , 3
dates , diet , 3 , 1 , 3
oil , diet , 3 , 1 , 3
fish , diet , 3 , 0 , 3
stew , diet , 3 , 0 , 3
spelt , diet , 3 , 1 , 3
beets , diet , 3 , 1 , 3
pie , diet , 2 , 1 , 3
beef , diet , 3 , 0 , 3
whey , diet , 3 , 0 , 3
van's , that's , 3 , 1 , 3
fat , diet , 3 , 1 , 3
tea , diet , 3 , 1 , 3
goat , diet , 3 , 0 , 3
duck , diet , 3 , 0 , 3
kfc , yep , 3 , 0 , 3
ham , yep , 3 , 0 , 3
veal , yep , 3 , 1 , 3
emu , yep , 3 , 0 , 3
peas , yep , 3 , 1 , 3
egg , yep , 3 , 0 , 3
yam , yep , 2 , 0 , 3
dip , yep , 2 , 0 , 3
soup , yep , 3 , 1 , 3
seal , yep , 3 , 1 , 3
oil , yep , 3 , 0 , 3
teff , yep , 3 , 1 , 3
stew , yep , 3 , 1 , 3
bear , yep , 3 , 1 , 3
pie , yep , 3 , 0 , 3
beef , yep , 3 , 1 , 3
elk , yep , 3 , 0 , 3
whey , yep , 3 , 1 , 3
poi , yep , 3 , 0 , 3
fat , yep , 3 , 0 , 3
tea , yep , 2 , 0 , 3
syrup , yep , 3 , 2 , 3
owl , yep , 3 , 0 , 3
miso , *sis: , 3 , 1 , 3
fish , *sis: , 3 , 1 , 3
thyme , thing , 3 , 0 , 3
chili , thing , 3 , 0 , 3
smelt , shells , 3 , 1 , 3
shallots , shells , 3 , 2 , 3
topping , thing , 3 , 2 , 3
miso , *sis: , 3 , 1 , 3
seeds , shells , 3 , 1 , 3
rolls , shells , 3 , 1 , 3
seal , shells , 3 , 2 , 3
fish , *sis: , 3 , 1 , 3
spelt , shells , 3 , 1 , 3
heinz , thing , 3 , 0 , 3
ham , whoa , 3 , 1 , 3
okra , whoa , 3 , 0 , 3
wocas , whoa , 3 , 1 , 3
wheat , whoa , 2 , 1 , 3
whey , whoa , 2 , 0 , 3
poi , whoa , 3 , 1 , 3
tea , whoa , 3 , 1 , 3
goat , whoa , 3 , 0 , 3
cocoa , whoa , 3 , 1 , 3
whale , whoa , 3 , 1 , 3
smelt , shells , 3 , 1 , 3
shallots , shells , 3 , 2 , 3
seeds , shells , 3 , 1 , 3
jams , *jak: , 3 , 1 , 3
shake , *jak: , 3 , 0 , 3
rolls , shells , 3 , 1 , 3
seal , shells , 3 , 2 , 3
spelt , shells , 3 , 1 , 3
cake , *jak: , 3 , 1 , 3
kfc , [>] , 3 , 0 , 3
ham , [>] , 3 , 0 , 3
emu , [>] , 3 , 0 , 3
egg , [>] , 3 , 0 , 3
yam , [>] , 3 , 0 , 3
dip , [>] , 3 , 0 , 3
oil , [>] , 3 , 0 , 3
pie , [>] , 3 , 0 , 3
elk , [>] , 3 , 0 , 3
poi , [>] , 3 , 0 , 3
fat , [>] , 3 , 0 , 3
tea , [>] , 3 , 0 , 3
owl , [>] , 3 , 0 , 3
dove , store , 3 , 1 , 3
taro , store , 3 , 1 , 3
goose , store , 3 , 0 , 3
tofu , store , 3 , 1 , 3
soup , store , 3 , 1 , 3
shake , store , 3 , 0 , 3
stew , store , 3 , 1 , 3
sapote , store , 3 , 1 , 3
moose , store , 3 , 0 , 3
corn , store , 3 , 1 , 3
pork , store , 3 , 1 , 3
sauce , store , 3 , 0 , 3
kfc , zzz , 3 , 0 , 3
ham , zzz , 3 , 0 , 3
pizza , zzz , 3 , 2 , 3
emu , zzz , 3 , 0 , 3
egg , zzz , 3 , 0 , 3
yam , zzz , 3 , 0 , 3
dip , zzz , 3 , 0 , 3
oil , zzz , 3 , 0 , 3
pie , zzz , 3 , 0 , 3
elk , zzz , 3 , 0 , 3
poi , zzz , 3 , 0 , 3
fat , zzz , 3 , 0 , 3
tea , zzz , 3 , 0 , 3
owl , zzz , 3 , 0 , 3
chili , *chi: , 3 , 0 , 3
schar , *chi: , 3 , 0 , 3
schiff , *chi: , 3 , 1 , 3
thyme , thumb , 2 , 0 , 3
kfc , huh , 3 , 0 , 3
ham , thumb , 3 , 2 , 3
ham , huh , 2 , 0 , 3
jute , huh , 3 , 1 , 3
nuts , huh , 3 , 1 , 3
emu , huh , 3 , 0 , 3
gums , thumb , 3 , 1 , 3
gums , huh , 3 , 1 , 3
egg , huh , 3 , 0 , 3
yam , huh , 3 , 0 , 3
dip , huh , 3 , 0 , 3
soup , huh , 3 , 1 , 3
squab , thumb , 3 , 0 , 3
plums , thumb , 3 , 0 , 3
oil , huh , 3 , 0 , 3
fish , huh , 3 , 1 , 3
lamb , thumb , 3 , 1 , 3
pie , huh , 3 , 0 , 3
mush , huh , 2 , 1 , 3
elk , huh , 3 , 0 , 3
whey , huh , 3 , 1 , 3
poi , huh , 3 , 0 , 3
fat , huh , 3 , 0 , 3
tea , huh , 3 , 0 , 3
duck , huh , 3 , 1 , 3
owl , huh , 3 , 0 , 3
ham , yeah , 3 , 1 , 3
veal , yeah , 2 , 0 , 3
cream , yeah , 3 , 1 , 3
pears , yeah , 3 , 1 , 3
bread , yeah , 3 , 1 , 3
emu , yeah , 3 , 1 , 3
wheat , yeah , 3 , 1 , 3
peas , yeah , 2 , 0 , 3
egg , yeah , 3 , 1 , 3
yam , yeah , 2 , 1 , 3
seal , yeah , 2 , 0 , 3
teff , yeah , 3 , 0 , 3
fish , yeah , 3 , 0 , 3
beans , yeah , 3 , 1 , 3
bear , yeah , 2 , 0 , 3
mush , yeah , 3 , 0 , 3
beef , yeah , 3 , 0 , 3
elk , yeah , 3 , 1 , 3
fat , yeah , 3 , 1 , 3
tea , yeah , 2 , 1 , 3
yokan , yeah , 3 , 1 , 3
flan , yeah , 3 , 0 , 3
goat , yeah , 3 , 0 , 3
chili , *chi: , 3 , 0 , 3
schar , *chi: , 3 , 0 , 3
schiff , *chi: , 3 , 1 , 3
kfc , fit , 3 , 0 , 3
oats , fit , 3 , 1 , 3
ham , fit , 3 , 0 , 3
salt , fit , 3 , 1 , 3
jute , fit , 3 , 1 , 3
figs , fit , 2 , 1 , 3
rice , fit , 3 , 1 , 3
nuts , fit , 3 , 1 , 3
emu , fit , 3 , 0 , 3
egg , fit , 3 , 0 , 3
miso , fit , 3 , 1 , 3
tofu , tongue , 3 , 2 , 3
yam , fit , 3 , 0 , 3
milk , fit , 3 , 1 , 3
dip , fit , 2 , 0 , 3
oil , fit , 2 , 0 , 3
kefir , fit , 3 , 2 , 3
fish , fit , 2 , 1 , 3
pie , fit , 2 , 0 , 3
pate , fit , 3 , 1 , 3
elk , fit , 3 , 0 , 3
poi , fit , 3 , 0 , 3
fat , fit , 1 , 0 , 3
tea , fit , 3 , 0 , 3
flan , fit , 3 , 1 , 3
goat , fit , 3 , 1 , 3
owl , fit , 3 , 0 , 3
thyme , thing , 3 , 0 , 3
chili , thing , 3 , 0 , 3
topping , thing , 3 , 2 , 3
tofu , tongue , 3 , 2 , 3
heinz , thing , 3 , 0 , 3
kfc , zzz , 3 , 0 , 3
ham , zzz , 3 , 0 , 3
pizza , zzz , 3 , 2 , 3
emu , zzz , 3 , 0 , 3
egg , zzz , 3 , 0 , 3
yam , zzz , 3 , 0 , 3
dip , zzz , 3 , 0 , 3
oil , zzz , 3 , 0 , 3
pie , zzz , 3 , 0 , 3
elk , zzz , 3 , 0 , 3
poi , zzz , 3 , 0 , 3
fat , zzz , 3 , 0 , 3
tea , zzz , 3 , 0 , 3
owl , zzz , 3 , 0 , 3
kfc , xxx , 3 , 0 , 3
ham , xxx , 3 , 0 , 3
emu , xxx , 3 , 0 , 3
egg , xxx , 3 , 0 , 3
yam , xxx , 3 , 0 , 3
dip , xxx , 3 , 0 , 3
oil , xxx , 3 , 0 , 3
pie , xxx , 3 , 0 , 3
elk , xxx , 3 , 0 , 3
poi , xxx , 3 , 0 , 3
fat , xxx , 3 , 0 , 3
tea , xxx , 3 , 0 , 3
owl , xxx , 3 , 0 , 3
dove , bowl , 3 , 0 , 3
veal , bowl , 3 , 0 , 3
dock , bowl , 3 , 0 , 3
tofu , bowl , 3 , 0 , 3
jams , *jak: , 3 , 1 , 3
basil , bowl , 3 , 1 , 3
soup , bowl , 3 , 0 , 3
shake , *jak: , 3 , 0 , 3
rolls , bowl , 3 , 1 , 3
seal , bowl , 3 , 0 , 3
oil , bowl , 2 , 1 , 3
bear , bowl , 3 , 0 , 3
beef , bowl , 3 , 0 , 3
rowal , bowl , 2 , 1 , 3
corn , bowl , 3 , 0 , 3
pork , bowl , 3 , 0 , 3
poi , bowl , 3 , 1 , 3
goat , bowl , 3 , 0 , 3
owl , bowl , 1 , 1 , 3
cake , *jak: , 3 , 1 , 3
oats , talk , 3 , 0 , 3
oats , mouth , 3 , 1 , 3
ham , talk , 3 , 1 , 3
dove , don't , 3 , 1 , 3
dove , food , 3 , 0 , 3
salt , talk , 2 , 0 , 3
gourd , food , 3 , 1 , 3
gourd , mouth , 3 , 0 , 3
jute , mouth , 3 , 1 , 3
veal , talk , 3 , 0 , 3
figs , food , 3 , 0 , 3
taro , talk , 2 , 0 , 3
dock , don't , 3 , 1 , 3
dock , talk , 3 , 0 , 3
dock , food , 3 , 0 , 3
nuts , mouth , 3 , 1 , 3
kale , talk , 2 , 0 , 3
goose , food , 3 , 1 , 3
snack , talk , 3 , 1 , 3
pace , talk , 3 , 0 , 3
tofu , talk , 3 , 0 , 3
tofu , food , 3 , 0 , 3
yam , talk , 3 , 1 , 3
jams , talk , 3 , 0 , 3
honey , don't , 3 , 0 , 3
milk , talk , 2 , 0 , 3
soup , food , 3 , 0 , 3
soup , mouth , 3 , 1 , 3
seal , talk , 3 , 0 , 3
oil , talk , 3 , 1 , 3
oil , food , 3 , 1 , 3
teff , talk , 3 , 0 , 3
fish , food , 3 , 0 , 3
lard , talk , 3 , 0 , 3
lard , food , 3 , 0 , 3
lamb , talk , 3 , 0 , 3
pate , talk , 3 , 0 , 3
mush , mouth , 2 , 1 , 3
moose , food , 3 , 1 , 3
moose , mouth , 3 , 0 , 3
elk , talk , 2 , 1 , 3
corn , food , 3 , 0 , 3
pork , talk , 3 , 0 , 3
pork , food , 3 , 0 , 3
poi , food , 3 , 1 , 3
van's , don't , 3 , 0 , 3
fat , talk , 3 , 1 , 3
fat , food , 3 , 1 , 3
tea , talk , 3 , 1 , 3
flan , food , 3 , 0 , 3
goat , don't , 3 , 1 , 3
goat , food , 3 , 0 , 3
goat , mouth , 3 , 1 , 3
duck , talk , 3 , 0 , 3
cocoa , food , 3 , 1 , 3
whale , talk , 3 , 1 , 3
owl , talk , 3 , 1 , 3
owl , food , 3 , 1 , 3
cake , talk , 3 , 0 , 3
kfc , zzz , 3 , 0 , 3
ham , zzz , 3 , 0 , 3
pizza , zzz , 3 , 2 , 3
emu , zzz , 3 , 0 , 3
egg , zzz , 3 , 0 , 3
yam , zzz , 3 , 0 , 3
dip , zzz , 3 , 0 , 3
oil , zzz , 3 , 0 , 3
pie , zzz , 3 , 0 , 3
elk , zzz , 3 , 0 , 3
poi , zzz , 3 , 0 , 3
fat , zzz , 3 , 0 , 3
tea , zzz , 3 , 0 , 3
owl , zzz , 3 , 0 , 3
kfc , xxx , 3 , 0 , 3
ham , xxx , 3 , 0 , 3
emu , xxx , 3 , 0 , 3
egg , xxx , 3 , 0 , 3
yam , xxx , 3 , 0 , 3
dip , xxx , 3 , 0 , 3
oil , xxx , 3 , 0 , 3
pie , xxx , 3 , 0 , 3
elk , xxx , 3 , 0 , 3
poi , xxx , 3 , 0 , 3
fat , xxx , 3 , 0 , 3
tea , xxx , 3 , 0 , 3
owl , xxx , 3 , 0 , 3
oats , tomato , 3 , 2 , 3
taro , tomato , 3 , 2 , 3
goat , tomato , 3 , 2 , 3
tomatoes , tomato , 2 , 2 , 3
cucumber , cucumber , 0 , 0 , 3
cucumber , cucum(ber) , 2 , 2 , 3
celtuce , lettuce , 2 , 0 , 3
lettuce , lettuce , 0 , 0 , 3
celtuce , lettuce , 2 , 0 , 3
lettuce , lettuce , 0 , 0 , 3
celtuce , lettuce , 2 , 0 , 3
jams , *jak: , 3 , 1 , 3
lettuce , lettuce , 0 , 0 , 3
shake , *jak: , 3 , 0 , 3
cake , *jak: , 3 , 1 , 3
kfc , [>] , 3 , 0 , 3
ham , [>] , 3 , 0 , 3
dock , doctor , 3 , 2 , 3
emu , [>] , 3 , 0 , 3
egg , [>] , 3 , 0 , 3
yam , [>] , 3 , 0 , 3
dip , [>] , 3 , 0 , 3
oil , [>] , 3 , 0 , 3
pie , [>] , 3 , 0 , 3
elk , [>] , 3 , 0 , 3
poi , [>] , 3 , 0 , 3
fat , [>] , 3 , 0 , 3
tea , [>] , 3 , 0 , 3
cocoa , doctor , 3 , 1 , 3
owl , [>] , 3 , 0 , 3
kfc , [<] , 3 , 0 , 3
ham , [<] , 3 , 0 , 3
rice , piece , 2 , 1 , 3
nance , piece , 3 , 0 , 3
pizza , piece , 3 , 0 , 3
emu , [<] , 3 , 0 , 3
peas , piece , 3 , 1 , 3
celtuce , lettuce , 2 , 0 , 3
egg , [<] , 3 , 0 , 3
miso , *sis: , 3 , 1 , 3
juice , piece , 3 , 0 , 3
pace , piece , 2 , 1 , 3
yam , [<] , 3 , 0 , 3
lettuce , lettuce , 0 , 0 , 3
dip , [<] , 3 , 0 , 3
rolls , bowl> , 3 , 0 , 3
oil , bowl> , 3 , 2 , 3
oil , [<] , 3 , 0 , 3
fish , *sis: , 3 , 1 , 3
tamales , tomatoes , 3 , 1 , 3
pie , [<] , 3 , 0 , 3
pie , piece , 2 , 2 , 3
pate , piece , 3 , 1 , 3
potatoes , tomatoes , 2 , 0 , 3
rowal , bowl> , 3 , 0 , 3
elk , [<] , 3 , 0 , 3
poi , [<] , 3 , 0 , 3
sauce , piece , 3 , 0 , 3
fat , [<] , 3 , 0 , 3
tea , [<] , 3 , 0 , 3
spices , piece , 3 , 1 , 3
tomatoes , tomatoes , 0 , 0 , 3
owl , bowl> , 2 , 2 , 3
owl , [<] , 3 , 0 , 3
kfc , ah , 3 , 1 , 3
kfc , yum , 3 , 0 , 3
kfc , yum , 3 , 0 , 3
oats , ah , 3 , 2 , 3
ham , ah , 2 , 1 , 3
ham , yum , 2 , 0 , 3
ham , yum , 2 , 0 , 3
salt , ah , 3 , 2 , 3
jute , yum , 3 , 1 , 3
jute , yum , 3 , 1 , 3
veal , ah , 3 , 2 , 3
taro , ah , 3 , 2 , 3
nuts , yum , 3 , 1 , 3
nuts , yum , 3 , 1 , 3
emu , ah , 3 , 1 , 3
emu , yum , 3 , 0 , 3
emu , yum , 3 , 0 , 3
kale , ah , 3 , 2 , 3
gums , yum , 2 , 1 , 3
gums , yum , 2 , 1 , 3
peas , ah , 3 , 2 , 3
egg , ah , 3 , 1 , 3
egg , yum , 3 , 0 , 3
egg , yum , 3 , 0 , 3
pace , ah , 3 , 2 , 3
yam , ah , 2 , 1 , 3
yam , yum , 1 , 0 , 3
yam , yum , 1 , 0 , 3
jams , ah , 3 , 2 , 3
jams , yum , 3 , 1 , 3
jams , yum , 3 , 1 , 3
dip , ah , 3 , 1 , 3
dip , yum , 3 , 0 , 3
dip , yum , 3 , 0 , 3
soup , yum , 3 , 1 , 3
soup , yum , 3 , 1 , 3
plums , yum , 3 , 2 , 3
plums , yum , 3 , 2 , 3
seal , ah , 3 , 2 , 3
oil , ah , 3 , 1 , 3
oil , yum , 3 , 0 , 3
oil , yum , 3 , 0 , 3
raw yam , ah yum , 3 , 1 , 3
fish , ah , 3 , 2 , 3
lard , ah , 3 , 2 , 3
kashi , ah , 3 , 3 , 3
lamb , ah , 3 , 2 , 3
lamb , yum , 3 , 1 , 3
lamb , yum , 3 , 1 , 3
bear , ah , 3 , 2 , 3
pie , ah , 3 , 1 , 3
pie , yum , 3 , 0 , 3
pie , yum , 3 , 0 , 3
pate , ah , 3 , 2 , 3
mush , ah , 3 , 2 , 3
mush , yum , 3 , 1 , 3
mush , yum , 3 , 1 , 3
elk , ah , 3 , 1 , 3
elk , yum , 3 , 0 , 3
elk , yum , 3 , 0 , 3
whey , ah , 3 , 2 , 3
poi , ah , 3 , 1 , 3
poi , yum , 3 , 0 , 3
poi , yum , 3 , 0 , 3
fat , ah , 2 , 1 , 3
fat , yum , 3 , 0 , 3
fat , yum , 3 , 0 , 3
tea , ah , 3 , 1 , 3
tea , yum , 3 , 0 , 3
tea , yum , 3 , 0 , 3
flan , ah , 3 , 2 , 3
goat , ah , 3 , 2 , 3
syrup , yum , 3 , 2 , 3
syrup , yum , 3 , 2 , 3
duck , yum , 3 , 1 , 3
duck , yum , 3 , 1 , 3
owl , ah , 3 , 1 , 3
owl , yum , 3 , 0 , 3
owl , yum , 3 , 0 , 3
cake , ah , 3 , 2 , 3
oats , hands , 3 , 1 , 3
ham , hands , 3 , 2 , 3
mangos , hands , 3 , 1 , 3
dove , don't , 3 , 1 , 3
mango , hands , 3 , 0 , 3
nance , hands , 3 , 0 , 3
dock , don't , 3 , 1 , 3
seeds , hands , 3 , 0 , 3
jams , hands , 3 , 1 , 3
honey , don't , 3 , 0 , 3
honey , hands , 3 , 0 , 3
dates , hands , 3 , 0 , 3
chard , hands , 3 , 0 , 3
lard , hands , 3 , 1 , 3
beans , hands , 3 , 0 , 3
candies , hands , 3 , 2 , 3
van's , don't , 3 , 0 , 3
van's , hands , 2 , 0 , 3
goat , don't , 3 , 1 , 3
chili , hold , 3 , 1 , 3
ham , hold , 3 , 1 , 3
dove , hold , 3 , 0 , 3
salt , hold , 3 , 0 , 3
gourd , hold , 3 , 1 , 3
dock , hold , 3 , 0 , 3
kale , hold , 3 , 0 , 3
tofu , hold , 3 , 0 , 3
honey , hold , 3 , 1 , 3
milk , hold , 3 , 0 , 3
soup , hold , 3 , 0 , 3
rolls , hold , 3 , 1 , 3
oil , hold , 3 , 1 , 3
chard , hold , 3 , 1 , 3
lard , hold , 3 , 0 , 3
elk , hold , 3 , 1 , 3
corn , hold , 3 , 0 , 3
pork , hold , 3 , 0 , 3
poi , hold , 3 , 1 , 3
goat , hold , 3 , 0 , 3
whale , hold , 3 , 1 , 3
owl , hold , 3 , 1 , 3
celtuce , lettuce , 2 , 0 , 3
lettuce , lettuce , 0 , 0 , 3
jams , *jak: , 3 , 1 , 3
shake , *jak: , 3 , 0 , 3
cake , *jak: , 3 , 1 , 3
tamales , tomatoes , 3 , 1 , 3
potatoes , tomatoes , 2 , 0 , 3
tomatoes , tomatoes , 0 , 0 , 3
celtuce , lettuce , 2 , 0 , 3
lettuce , lettuce , 0 , 0 , 3
tomatoes , (to)matoes , 2 , 2 , 3
oats , that's , 3 , 2 , 3
dates , that's , 3 , 1 , 3
van's , that's , 3 , 1 , 3
oats , that's , 3 , 2 , 3
dates , that's , 3 , 1 , 3
van's , that's , 3 , 1 , 3
oats , that's , 3 , 2 , 3
dates , that's , 3 , 1 , 3
van's , that's , 3 , 1 , 3
chili , *chi: , 3 , 0 , 3
schar , *chi: , 3 , 0 , 3
schiff , *chi: , 3 , 1 , 3
dressing , dressing , 0 , 0 , 3
jams , *jak: , 3 , 1 , 3
shake , *jak: , 3 , 0 , 3
cake , *jak: , 3 , 1 , 3
kfc , [>] , 3 , 0 , 3
yogurt , your> , 2 , 1 , 3
ham , [>] , 3 , 0 , 3
okra , your> , 3 , 1 , 3
papad , salad , 2 , 0 , 3
salt , salad , 2 , 1 , 3
gourd , your> , 2 , 0 , 3
bread , salad , 3 , 0 , 3
emu , [>] , 3 , 0 , 3
kale , salad , 3 , 1 , 3
egg , [>] , 3 , 0 , 3
yam , [>] , 3 , 0 , 3
sugar , salad , 3 , 0 , 3
dip , [>] , 3 , 0 , 3
soup , your> , 3 , 1 , 3
squab , salad , 3 , 0 , 3
seal , salad , 3 , 1 , 3
oil , [>] , 3 , 0 , 3
salmon , salad , 3 , 1 , 3
lard , salad , 3 , 1 , 3
salami , salad , 2 , 1 , 3
schar , salad , 3 , 0 , 3
pie , [>] , 3 , 0 , 3
elk , [>] , 3 , 0 , 3
corn , your> , 3 , 1 , 3
pork , your> , 3 , 1 , 3
poi , [>] , 3 , 0 , 3
sauce , salad , 3 , 0 , 3
fat , [>] , 3 , 0 , 3
tea , [>] , 3 , 0 , 3
yokan , your> , 3 , 0 , 3
flan , salad , 3 , 1 , 3
owl , [>] , 3 , 0 , 3
fennel , finger , 3 , 0 , 3
figs , finger , 3 , 2 , 3
vinegar , finger , 3 , 1 , 3
fungi , finger , 3 , 1 , 3
ham , yeah , 3 , 1 , 3
veal , yeah , 2 , 0 , 3
cream , yeah , 3 , 1 , 3
pears , yeah , 3 , 1 , 3
bread , yeah , 3 , 1 , 3
emu , yeah , 3 , 1 , 3
wheat , yeah , 3 , 1 , 3
peas , yeah , 2 , 0 , 3
egg , yeah , 3 , 1 , 3
yam , yeah , 2 , 1 , 3
seal , yeah , 2 , 0 , 3
teff , yeah , 3 , 0 , 3
fish , yeah , 3 , 0 , 3
beans , yeah , 3 , 1 , 3
bear , yeah , 2 , 0 , 3
mush , yeah , 3 , 0 , 3
beef , yeah , 3 , 0 , 3
elk , yeah , 3 , 1 , 3
fat , yeah , 3 , 1 , 3
tea , yeah , 2 , 1 , 3
yokan , yeah , 3 , 1 , 3
flan , yeah , 3 , 0 , 3
goat , yeah , 3 , 0 , 3
oats , page , 3 , 0 , 3
ham , page , 3 , 1 , 3
borage , page , 3 , 2 , 3
papad , page , 3 , 1 , 3
dove , page , 3 , 0 , 3
mango , page , 3 , 1 , 3
bagels , page , 3 , 2 , 3
salt , page , 3 , 0 , 3
jute , page , 3 , 0 , 3
pears , page , 3 , 1 , 3
figs , page , 3 , 0 , 3
agave , page , 3 , 1 , 3
taro , page , 3 , 0 , 3
rice , page , 3 , 0 , 3
nance , page , 3 , 1 , 3
kale , page , 2 , 0 , 3
peas , page , 3 , 0 , 3
egg , page , 3 , 1 , 3
miso , *sis: , 3 , 1 , 3
pace , page , 1 , 0 , 3
yam , page , 3 , 1 , 3
jams , page , 3 , 0 , 3
shake , page , 3 , 1 , 3
dates , page , 3 , 1 , 3
fish , *sis: , 3 , 1 , 3
lard , page , 3 , 0 , 3
lamb , page , 3 , 0 , 3
pie , page , 2 , 1 , 3
pate , page , 1 , 0 , 3
pork , page , 3 , 0 , 3
water , page , 3 , 1 , 3
poi , page , 3 , 1 , 3
sauce , page , 3 , 1 , 3
fat , page , 3 , 1 , 3
eggs , page , 3 , 0 , 3
whale , page , 3 , 1 , 3
pasta , page , 3 , 1 , 3
cake , page , 2 , 0 , 3
kfc , huh , 3 , 0 , 3
ham , huh , 2 , 0 , 3
jute , huh , 3 , 1 , 3
nuts , huh , 3 , 1 , 3
emu , huh , 3 , 0 , 3
gums , huh , 3 , 1 , 3
egg , huh , 3 , 0 , 3
yam , huh , 3 , 0 , 3
dip , huh , 3 , 0 , 3
soup , huh , 3 , 1 , 3
oil , huh , 3 , 0 , 3
fish , huh , 3 , 1 , 3
pie , huh , 3 , 0 , 3
mush , huh , 2 , 1 , 3
elk , huh , 3 , 0 , 3
whey , huh , 3 , 1 , 3
poi , huh , 3 , 0 , 3
fat , huh , 3 , 0 , 3
tea , huh , 3 , 0 , 3
duck , huh , 3 , 1 , 3
owl , huh , 3 , 0 , 3
pepeao , paper , 3 , 1 , 3
millet , diet , 3 , 2 , 3
grapes , paper , 3 , 1 , 3
smelt , diet , 3 , 1 , 3
papad , paper , 2 , 0 , 3
dove , diet , 3 , 0 , 3
salt , diet , 3 , 0 , 3
figs , diet , 3 , 0 , 3
rice , piece , 2 , 1 , 3
rice , diet , 3 , 0 , 3
nance , piece , 3 , 0 , 3
dock , diet , 3 , 0 , 3
capers , paper , 2 , 1 , 3
pizza , piece , 3 , 0 , 3
kale , paper , 3 , 1 , 3
udi's , diet , 3 , 1 , 3
wheat , diet , 3 , 1 , 3
peas , piece , 3 , 1 , 3
miso , *sis: , 3 , 1 , 3
miso , diet , 3 , 0 , 3
juice , piece , 3 , 0 , 3
pace , piece , 2 , 1 , 3
pace , paper , 2 , 1 , 3
milk , diet , 3 , 0 , 3
limes , diet , 3 , 1 , 3
dip , diet , 2 , 1 , 3
pastry , paper , 3 , 1 , 3
dates , paper , 3 , 0 , 3
dates , diet , 3 , 1 , 3
oil , diet , 3 , 1 , 3
fish , *sis: , 3 , 1 , 3
fish , diet , 3 , 0 , 3
peppers , paper , 3 , 2 , 3
stew , diet , 3 , 0 , 3
spelt , diet , 3 , 1 , 3
beets , diet , 3 , 1 , 3
pepper , paper , 2 , 1 , 3
pie , piece , 2 , 2 , 3
